date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:21	33296/33296	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:48%20GMT	https://htmldesigntemplates.com/html/yatriiworld/destination-single-full.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/destination-single-full.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:22	50608/50608	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Mar%202024%2008:41:21%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-home.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-home.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:22	34855/34855	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:28%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-list.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-list.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:23	33991/33991	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:27%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-grid.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-grid.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:23	30541/30541	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:26%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-full.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-full.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:23	34872/34872	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:27%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-left.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-left.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:23	32417/32417	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:28%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-masonry.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-masonry.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:23	31811/31811	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:30%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-single.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-single.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:24	27485/27485	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:29%20GMT	https://htmldesigntemplates.com/html/yatriiworld/blog-single-full.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/blog-single-full.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:24	28679/28679	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2007:00:59%20GMT	https://htmldesigntemplates.com/html/yatriiworld/dashboard.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/dashboard.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
14:11:24	24537/24537	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2012:28:43%20GMT	https://htmldesigntemplates.com/html/yatriiworld/dashboard-my-profile.html	C:/Users/dell/Downloads/travel/htmldesigntemplates.com/html/yatriiworld/dashboard-my-profile.html	(from https://htmldesigntemplates.com/html/yatriiworld/index.html)
